Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
THAP2,-0.275503527,2.236674166,0.771995738,0.392758812,0.650498327
COX16,0.083511006,7.258950334,0.770492249,0.393209309,0.650498327
ATP5MPL,0.083403352,8.793770249,0.770495413,0.39320836,0.650498327
OTOA,0.117873434,7.993219561,0.771142948,0.393014241,0.650498327
SMCR5,0.222865158,2.806374485,0.772645314,0.392564418,0.650498327
MKKS,-0.140221256,3.897935204,0.770471673,0.393215479,0.650498327
RAE1,0.145101007,4.249282493,0.770430254,0.393227901,0.650498327
DOK1,-0.100995335,5.253162584,0.770041088,0.393344645,0.650585646
SMC3,-0.112501251,4.850069258,0.769652604,0.393461236,0.65058777
TMEM150B,0.192965545,3.192536317,0.769610598,0.393473846,0.65058777
RBM18,0.121949965,4.375885202,0.769101711,0.393626659,0.650614668
FAM160B1,-0.161420467,3.490070324,0.768934455,0.393676904,0.650614668
SIK2,-0.163654886,3.523787874,0.7689175,0.393681998,0.650614668
VMAC,-0.295911213,1.94051125,0.768242469,0.393884884,0.650844224
SRP19,0.103167787,5.797303377,0.767929082,0.393979129,0.650894218
RNF14,0.131876597,4.239498148,0.767461008,0.394119957,0.651021144
ZBTB22,-0.208646113,2.922665453,0.766238427,0.394488152,0.65152354
IKZF4,-0.259224587,2.288042517,0.765906658,0.394588158,0.651582913
TIRAP,-0.300698998,2.245458644,0.764906041,0.394890011,0.651913537
FAM83D,-0.419950019,1.683860675,0.764818097,0.394916557,0.651913537
CLIP4,0.157310878,4.281343571,0.764313205,0.395069015,0.65205939
LCP2,-0.106197286,5.759503479,0.762553636,0.395601035,0.652408192
NUDT2,-0.18032092,3.366913834,0.762954946,0.3954796,0.652408192
PPP3CB-AS1,-0.197563898,3.129910003,0.762624261,0.39557966,0.652408192
POLR3K,0.136304032,4.624519385,0.763028355,0.395457392,0.652408192
ZNF44,0.231351362,2.596815005,0.762861558,0.395507853,0.652408192
NUSAP1,-0.162841996,4.841053849,0.76089919,0.396102264,0.653128908
TASOR,-0.121392223,4.546873199,0.760212538,0.396310575,0.653301724
SHFL,-0.132941173,4.075007345,0.76013034,0.396335523,0.653301724
ZBTB47,0.229183322,2.878569975,0.759348961,0.396572797,0.653586923
MECP2,0.115016773,4.847346495,0.758989042,0.396682163,0.65366126
SRBD1,-0.164586477,3.575448703,0.758732323,0.396760198,0.653683955
SPTAN1,0.092957879,5.560190257,0.758227343,0.396913766,0.653831066
RFX1,-0.156090626,3.63923761,0.757995713,0.396984237,0.653841266
CDK11B,0.224953817,2.870348613,0.757547176,0.397120753,0.653960223
ZDHHC3,0.11545968,5.275519936,0.757295717,0.397197318,0.653966284
TAF1D,-0.095467506,5.436032706,0.757112839,0.397253015,0.653966284
AP2S1,-0.073773424,9.647120747,0.756879842,0.397323994,0.653977292
MALAT1,-0.056531034,13.36125096,0.755496466,0.397745816,0.654325635
SECISBP2L,0.127439025,4.597938016,0.755342076,0.397792934,0.654325635
CDR2,0.206858958,2.880084134,0.75547887,0.397751185,0.654325635
GCSH,-0.159881152,3.916598843,0.755612949,0.397710271,0.654325635
GTF3C4,-0.18280025,3.40850481,0.754938288,0.397916209,0.654422584
PDIK1L,-0.220885998,2.631352876,0.754211348,0.398138288,0.654576153
COA8,-0.093805082,5.881162395,0.754271315,0.398119961,0.654576153
TRIM59,-0.286380036,2.466232951,0.753991448,0.398205504,0.654580864
GSTP1,0.082753325,8.951966675,0.752899597,0.398539503,0.655024047
TGFBRAP1,-0.154702643,3.906254424,0.752484,0.398666747,0.655127326
CBWD2,0.276501229,2.060715625,0.751782324,0.398881721,0.655374716
PLEKHA2,-0.090907373,6.719863921,0.751226358,0.399052179,0.655443043
NDUFA12,-0.090188693,6.423811874,0.751401283,0.398998536,0.655443043
DPH2,0.300203915,2.065683329,0.750583054,0.399249554,0.655600308
DENND1B,0.114314279,4.491449255,0.750494194,0.399276829,0.655600308
SPAG7,0.111910388,5.812091245,0.750155492,0.399380819,0.655665217
ITGB3BP,-0.158887195,4.01167654,0.749044016,0.399722358,0.655802552
PIP4K2C,0.194871767,3.342021098,0.749231541,0.399664703,0.655802552
YLPM1,-0.145496789,3.973469209,0.749286847,0.399647702,0.655802552
PI4KA,0.105491913,4.756967057,0.749564906,0.399562241,0.655802552
NSUN4,0.192247642,3.108794415,0.748163126,0.399993359,0.655929783
RAB11FIP2,-0.139035597,4.002648154,0.748208593,0.399979364,0.655929783
GID8,-0.108656579,5.18220997,0.74836853,0.399930142,0.655929783
DDX5,0.075135554,8.082646212,0.747725729,0.400128026,0.656044855
FCGR2A,0.086170915,8.355958967,0.746816379,0.400408221,0.656317273
SRD5A1,0.193881624,3.238754986,0.746767727,0.40042322,0.656317273
PPP2R2D,-0.143916654,3.824690625,0.746268202,0.400577274,0.656463997
GSTM3,0.389693699,1.903430634,0.745285332,0.400880656,0.656794572
TMA7,0.071982347,9.718997328,0.74519638,0.40090813,0.656794572
DCAF8,-0.123476756,4.494835171,0.744365366,0.40116494,0.65683258
AC009961.1,0.276077754,2.232473086,0.744285546,0.40118962,0.65683258
FAM126B,-0.130358632,4.30559383,0.744298621,0.401185577,0.65683258
BAG1,-0.122792972,5.023325409,0.74483272,0.401020482,0.65683258
CZIB,0.148656456,4.374403273,0.744029125,0.401268921,0.656856689
SCRN3,-0.209414912,2.75297696,0.743621514,0.401395028,0.656957397
HS6ST1,-0.190863403,3.078204777,0.743079298,0.401562873,0.657020676
CWC25,-0.167364229,3.592393791,0.74318431,0.401530358,0.657020676
ZNF169,0.346337088,1.914840297,0.742489383,0.401745606,0.657108265
NSF,-0.098269981,5.311070011,0.742551206,0.401726449,0.657108265
DCAF6,0.121819827,4.841861803,0.741729805,0.401981081,0.657176399
UBR5,0.10626804,4.810507325,0.741735327,0.401979368,0.657176399
MTA2,-0.167712191,3.761882464,0.74191418,0.401923904,0.657176399
EIF3I,0.10323175,5.936061923,0.740965305,0.402218295,0.65721927
RNF181,0.095318449,6.967314482,0.740188401,0.402459579,0.65721927
HACL1,0.242809592,2.586189276,0.740827463,0.402261089,0.65721927
LZTS2,-0.124777989,4.334140898,0.740256174,0.402438522,0.65721927
SRSF5,-0.090341591,6.363658725,0.740871963,0.402247273,0.65721927
DICER1,0.086142367,6.091260083,0.740340501,0.402412323,0.65721927
ZNF677,-0.244220302,2.658122177,0.740279762,0.402431193,0.65721927
QPCT,-0.156505565,3.946907536,0.73885577,0.402873971,0.657368308
PLRG1,0.125032257,4.398426152,0.739260328,0.402748101,0.657368308
WDR60,-0.224676132,2.784560423,0.738873155,0.402868561,0.657368308
PHB2,0.091743762,5.718268942,0.739394847,0.402706262,0.657368308
DLEU2,0.168621705,3.370077003,0.739429668,0.402695433,0.657368308
CRACR2B,-0.249352133,2.447027609,0.73782713,0.403194283,0.657594865
NOL11,-0.166500143,3.432370371,0.73793363,0.403161101,0.657594865
UBXN6,-0.101853003,5.848567687,0.737787084,0.403206761,0.657594865
ANXA7,0.08831094,6.701755735,0.737391063,0.403330189,0.657690715
RPL37A,0.066396152,11.31841573,0.7368675,0.403493457,0.65785149
UQCC2,0.095998834,6.777245899,0.735498334,0.4039209,0.658337348
BMS1,0.136885012,3.934067479,0.73562998,0.403879771,0.658337348
RFX7,-0.174117896,3.192735923,0.735206087,0.404012227,0.658380707
TCERG1,-0.155722148,3.796100869,0.732856199,0.404747721,0.659473621
AEN,0.201254156,3.012102228,0.732533704,0.404848819,0.659532701
ELAVL1,-0.089932765,5.790781421,0.732027039,0.405007731,0.659685931
CEP78,-0.189574042,3.122167298,0.731075811,0.405306337,0.660066612
C2orf69,-0.144028943,3.778239844,0.73078033,0.405399162,0.660112098
FBXO25,-0.112454241,4.886845525,0.730274833,0.405558039,0.660218889
MTPAP,0.1499412,3.67554467,0.730158687,0.405594557,0.660218889
SPEN,-0.109606808,4.711005377,0.729430368,0.405823668,0.660378162
C2orf74,-0.138899295,4.391290614,0.72947044,0.405811057,0.660378162
PIH1D1,0.113644548,4.88460574,0.729228622,0.405887168,0.660378162
GPATCH11,0.135689789,3.982925738,0.728163025,0.406222817,0.660818566
CDK9,-0.166203739,3.542844842,0.727619837,0.406394079,0.660991457
GATD3B,-0.153469281,3.986794464,0.726864306,0.406632475,0.661273467
LAPTM4A,0.082640458,8.03245552,0.726176765,0.406849606,0.661309394
FRMD8,-0.132831041,4.424986046,0.726236509,0.406830731,0.661309394
SEH1L,0.173410682,3.618491385,0.726232401,0.406832029,0.661309394
PPARGC1B,0.199337927,3.432696092,0.725585898,0.407036349,0.661401556
RAB22A,0.116657238,4.610936442,0.72578773,0.406972545,0.661401556
BCAS3,0.259616196,2.384344853,0.725057747,0.407203382,0.661461642
PIGP,-0.110518729,5.207884141,0.725175626,0.407166093,0.661461642
KAT5,-0.133875633,4.130241222,0.723998452,0.407538715,0.661896359
DDA1,0.107441409,5.218927032,0.723801404,0.40760114,0.661896359
PTPN7,-0.214462453,2.766531469,0.722585865,0.407986549,0.661939191
ARID4B,-0.103380063,5.200481855,0.723187249,0.407795799,0.661939191
CNOT10,-0.202966075,2.955399372,0.722486863,0.408017964,0.661939191
GALNT10,0.171340284,3.543125364,0.722749326,0.407934688,0.661939191
AC021054.1,0.224950265,2.582941802,0.722562133,0.407994079,0.661939191
TUBA1A,-0.129609832,7.877315684,0.723282122,0.407765719,0.661939191
CTBS,-0.097327691,5.350880118,0.721274909,0.408402843,0.662296387
ADGRE5,0.118904143,4.370952773,0.721573474,0.408307976,0.662296387
DHX35,-0.283703025,2.114546667,0.721178548,0.408433468,0.662296387
ATP6V0B,0.076704306,8.68991078,0.720673359,0.408594085,0.662451232
ABCC1,-0.151532219,3.676239063,0.719849333,0.408856279,0.662770689
SERPINF2,0.367267715,1.53636467,0.719506702,0.408965377,0.662841908
RPS7,0.074117229,9.829662587,0.718290148,0.409353105,0.662942172
EIF2B4,-0.139806806,4.103764948,0.718443185,0.409304299,0.662942172
PTCRA,-0.387232566,1.709877602,0.718418985,0.409312016,0.662942172
SOCS6,-0.11237078,4.783508638,0.718821076,0.409183823,0.662942172
STX10,-0.085884229,5.950796408,0.718749688,0.409206578,0.662942172
TOMM6,0.083531872,7.946530265,0.717373188,0.409645725,0.663144018
PPFIA1,0.104531299,4.899656564,0.716470543,0.409934092,0.663144018
ATG16L2,-0.149820082,4.001559944,0.717397626,0.409637922,0.663144018
PARPBP,-0.271106494,2.708218857,0.71676304,0.409840614,0.663144018
ZNF830,-0.185396325,3.560659467,0.717181843,0.409706827,0.663144018
ALYREF,0.126088297,4.465684631,0.716573296,0.40990125,0.663144018
CNN2,-0.106781874,4.942373003,0.716562566,0.40990468,0.663144018
OGFOD2,0.205206819,3.013009101,0.71582299,0.41014116,0.663373489
SNRPG,0.085093107,7.66633671,0.715575819,0.41022024,0.663395911
SRP54,0.104857686,4.932491711,0.714705433,0.4104989,0.663741029
FAF1,-0.195268356,2.998064503,0.71274265,0.411128376,0.664547568
FCSK,-0.22346995,2.624406761,0.712859952,0.411090715,0.664547568
CARS2,0.134163627,4.028272314,0.712400245,0.411238341,0.664619702
IL1R2,-0.364141295,1.933029805,0.711326439,0.411583493,0.664777962
NGLY1,0.156505309,3.95719912,0.710826784,0.41174425,0.664777962
DHFR,0.134069313,4.215999832,0.710470013,0.411859095,0.664777962
SRA1,-0.096306998,5.320595101,0.711642792,0.411481761,0.664777962
KLF10,-0.159051928,4.328601397,0.710782036,0.411758652,0.664777962
PPP1CC,-0.082216751,6.381613457,0.711195969,0.411625461,0.664777962
TMED8,-0.130369738,4.232726492,0.710816089,0.411747692,0.664777962
MED11,0.154716749,3.873502938,0.710654745,0.411799623,0.664777962
ZNF587,-0.230162646,2.481709454,0.709260504,0.412248809,0.665301425
WIZ,-0.198175727,3.40406151,0.709026319,0.412324331,0.665317751
COP1,0.102527764,4.770566885,0.708805628,0.412395522,0.665327082
TARS2,-0.215090319,2.86834882,0.708084124,0.412628398,0.665597219
PGBD1,0.438601217,1.368345493,0.706955899,0.412992958,0.665922711
THAP1,-0.165565626,3.45579072,0.706851921,0.413026581,0.665922711
MED9,-0.26483393,2.202523185,0.707223531,0.412906433,0.665922711
AC002467.1,0.31410097,1.801633559,0.705700078,0.413399336,0.666418074
TMEM164,0.100681725,5.073237671,0.705332381,0.413518439,0.666504447
AP3M1,0.110247876,4.82437689,0.704294958,0.413854765,0.666729596
EDC3,-0.24774159,2.35216532,0.704430835,0.41381069,0.666729596
SMS,0.081899605,7.938772103,0.704473857,0.413796737,0.666729596
MAP3K6,0.209248398,2.647089389,0.703624671,0.414072293,0.666868804
WDR19,-0.306707731,2.07598167,0.703717314,0.414042217,0.666868804
CENPT,0.218974465,2.748141941,0.703045769,0.414260308,0.667065989
NOP58,0.134222639,3.898286698,0.701124319,0.414885306,0.667544026
ZBTB10,0.24064973,2.299744975,0.701669741,0.414707745,0.667544026
HECTD4,-0.187055132,3.197949789,0.701645223,0.414715724,0.667544026
NDUFAF1,0.146045069,3.923005506,0.701126435,0.414884617,0.667544026
AXIN1,-0.171096477,3.484882304,0.701377454,0.414802884,0.667544026
MRPL1,-0.118762008,4.291422535,0.700258319,0.415167473,0.667892383
ZBTB5,-0.268769942,2.05167839,0.699728705,0.415340184,0.668064572
PHF23,-0.11052887,4.591503711,0.699184811,0.415517668,0.668244382
BCS1L,-0.238035514,2.664434698,0.698730066,0.415666151,0.668377504
MIER3,-0.173485044,3.193695636,0.698419744,0.415767525,0.668434845
CLCN7,0.097934954,5.935127768,0.698035128,0.415893222,0.668531267
AC060780.1,-0.232612996,2.390517562,0.697740093,0.415989684,0.66858067
EEF1AKMT2,-0.160631864,3.689840316,0.696468402,0.416405861,0.668932472
BET1L,-0.123653444,4.234567694,0.696562061,0.416375188,0.668932472
TBC1D25,0.212282238,2.86991175,0.696656256,0.416344342,0.668932472
LSM14A,-0.093161526,5.295909036,0.695985722,0.416563994,0.669080838
TBL2,-0.282867934,2.37408782,0.6957619,0.416637353,0.669093015
CDKN2D,-0.282070893,2.116663509,0.695518751,0.41671707,0.669115396
SRSF11,-0.086747432,5.969699982,0.69470301,0.416984685,0.669306535
STIMATE,-0.152919321,3.680300875,0.694362817,0.41709637,0.669306535
CDC123,-0.095733878,5.226399574,0.694170889,0.4171594,0.669306535
SH2B1,-0.15925785,3.75923531,0.694153525,0.417165103,0.669306535
MED1,-0.117759071,4.357712788,0.694491528,0.417054109,0.669306535
PRKAG2,0.112578745,4.458451362,0.693837274,0.417268996,0.669367644
RPL27,-0.067819455,10.23963481,0.693579413,0.417353737,0.669398016
LGALS8,0.093771097,5.345361858,0.69266881,0.417653205,0.669473393
CASP8AP2,-0.218450481,3.22623853,0.69287767,0.417584488,0.669473393
ZFAND1,-0.168680162,3.705312027,0.692251449,0.417790573,0.669473393
UBAC1,0.084372604,6.129103389,0.692831351,0.417599725,0.669473393
CCNJ,0.291780627,1.845742897,0.692236103,0.417795625,0.669473393
IGSF6,0.080790853,6.864175082,0.692545767,0.417693695,0.669473393
TXLNG,-0.245122128,2.360178592,0.691993601,0.417875475,0.669495879
KCNJ2,-0.279686746,2.592465438,0.69146075,0.418051014,0.66967164
DHX36,-0.099175771,5.023478911,0.690509159,0.418364787,0.669963257
ZW10,-0.23336172,2.347380568,0.690592331,0.418337347,0.669963257
TPRKB,-0.090645335,5.365844507,0.690141199,0.418486214,0.670000066
TFPT,0.089473731,6.506311058,0.690040344,0.418519507,0.670000066
CXorf40B,0.23482394,2.379677654,0.68952961,0.418688163,0.670164593
RETREG2,0.094699881,5.324443316,0.687502417,0.419358639,0.670393851
ZNF589,0.225224308,2.652744895,0.688009028,0.419190924,0.670393851
FBXO9,-0.120590225,4.380129568,0.688021969,0.419186641,0.670393851
NANS,-0.092116816,5.453331287,0.687725575,0.419284749,0.670393851
DPCD,0.196602272,3.120091565,0.68867178,0.418971677,0.670393851
MRE11,-0.164646633,3.618430456,0.687605859,0.419324386,0.670393851
CCNT1,-0.165325076,3.434055318,0.687785826,0.419264802,0.670393851
RPS15,0.065676791,10.66791583,0.688810039,0.418925962,0.670393851
SPATA20,-0.138094293,3.735151972,0.687184076,0.41946408,0.670457043
DDOST,0.104171813,5.645344609,0.686187158,0.419794549,0.670669098
MGAT5,0.105133159,5.391215264,0.686271925,0.419766433,0.670669098
ZNF791,0.130186317,4.077593247,0.68619023,0.41979353,0.670669098
PPTC7,-0.113485269,4.545835397,0.685423354,0.420048018,0.670968663
LIMK2,-0.261061099,2.054568733,0.685069121,0.420165653,0.671051188
MAP3K21,0.30757728,1.843068395,0.683564822,0.420665779,0.671639037
RAPH1,0.0934349,5.431892423,0.683703495,0.420619636,0.671639037
RRP36,0.141148991,3.862736621,0.682775537,0.420928562,0.671742287
PRH1,0.189507974,3.105516999,0.682846315,0.420904987,0.671742287
NDUFV3,0.086790886,6.288626734,0.682898318,0.420887667,0.671742287
EZH2,-0.204289,2.983184816,0.681896977,0.421221371,0.672086687
OXA1L,-0.09029362,6.125311837,0.681731626,0.421276516,0.672086687
LMF2,0.117159716,4.399286506,0.680707594,0.421618283,0.67252645
CIP2A,0.264509917,1.98707114,0.679489434,0.422025406,0.672964795
BUD13,-0.211856935,2.867119777,0.679554072,0.422003788,0.672964795
AC107884.1,0.323699973,2.334947918,0.6789032,0.422221553,0.673172043
ZBED5,-0.132265491,4.056649367,0.678258736,0.422437348,0.673410547
ZBTB4,0.089996615,5.543607499,0.677715427,0.422619407,0.673595206
ZNF160,0.221994902,2.479516031,0.676299098,0.423094588,0.67424693
NDUFB11,-0.090479318,7.547498402,0.675880584,0.423235162,0.674365299
EEF2,-0.076629957,8.456263716,0.675224715,0.423455607,0.674522289
LAGE3,-0.094228698,5.317363444,0.675192877,0.423466313,0.674522289
AMDHD2,-0.08222388,6.325123841,0.674432764,0.423722033,0.674823943
WDFY4,-0.126260864,4.091138847,0.67399591,0.423869111,0.674952505
STK19,-0.217186333,2.97729788,0.673682747,0.423974595,0.675014803
CMC2,-0.097744902,5.367572207,0.673362907,0.42408237,0.675080731
TRIT1,0.299551942,2.211924311,0.672309381,0.42443768,0.675540616
SLC39A4,0.147925489,3.864216659,0.671974614,0.424550681,0.675614756
NUP50-DT,0.266576035,2.277723243,0.671726251,0.424634546,0.675642516
KLHL21,0.173194475,3.192419895,0.671392494,0.424747289,0.675716206
KIAA1841,0.158767073,3.334606185,0.670777876,0.424955028,0.675940977
CDKN1C,-0.326616982,2.580765763,0.670383532,0.425088401,0.675941724
KCTD5,0.117988358,4.175544737,0.670472235,0.425058394,0.675941724
MTHFD2,0.087656951,6.011405603,0.670081076,0.42519074,0.675998781
UHRF2,-0.199839803,3.065549392,0.668903117,0.425589686,0.676421607
SNX29,-0.100181114,5.082074667,0.668924376,0.42558248,0.676421607
TFCP2,-0.120821276,4.374929272,0.668365323,0.42577202,0.676605684
MCL1,0.087503993,6.597863617,0.667186943,0.42617197,0.676842946
MAPKAPK2,0.095742898,6.056307605,0.667141276,0.426187482,0.676842946
SEPHS1,0.165373808,3.557792309,0.667210608,0.426163932,0.676842946
ERAL1,0.141715896,3.844846909,0.667226815,0.426158428,0.676842946
UACA,0.185424494,3.212135354,0.666654333,0.426352937,0.677000012
TOR2A,0.152510062,3.731213403,0.666182674,0.426513295,0.677148937
JAG1,-0.207433393,2.735991329,0.66571701,0.426671709,0.677294729
SEPHS2,0.079065196,6.813115076,0.665313997,0.426808885,0.677406768
AC005670.3,-0.191736277,3.090541276,0.664717676,0.427011986,0.677623389
TMED5,0.097788022,5.856855248,0.664335604,0.427142196,0.67772429
RARS,-0.104467374,4.877388541,0.663041441,0.427583715,0.6780018
RPP25L,-0.142450269,4.004636113,0.663261014,0.427508754,0.6780018
C17orf97,-0.374351371,1.348294584,0.663215564,0.427524269,0.6780018
ARHGAP27,-0.117707742,4.822235975,0.663575155,0.427401545,0.6780018
ENTPD1-AS1,0.264277352,2.247496137,0.662679745,0.427707241,0.678091966
RALGPS2,-0.288710385,2.124739773,0.662403328,0.427801681,0.678135998
COMMD6,-0.078102024,8.537047843,0.661724596,0.428033714,0.67833432
FUNDC1,-0.119513315,4.148181402,0.661647259,0.428060165,0.67833432
NDUFB4,0.075209234,7.681096175,0.660155977,0.42857073,0.678931859
RPL36,-0.062805555,10.7799337,0.660262231,0.428534321,0.678931859
SNHG29,0.073429278,8.490071999,0.659517341,0.428789673,0.679067189
ZNF562,0.141941864,3.646620727,0.659595468,0.42876288,0.679067189
MSRA,0.155651271,3.951024182,0.659152127,0.428914959,0.679159864
ASB1,0.190959213,2.907790754,0.658271157,0.429217413,0.679378987
PEX16,0.162689762,3.580651568,0.658337062,0.429194774,0.679378987
FAM110A,0.135704785,4.111752048,0.658165495,0.429253711,0.679378987
ZNF92,-0.259838258,2.152352419,0.656669314,0.429768223,0.679770232
