TableS3 predicted macrophage cis-regulatory elements ,,,,,,,,,
seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue
chr1,21509372,21565068,55697,*,0.052584989,ALPL,chr1-21564626-21565509,2.400796408,0.008179718
chr1,21509372,21585257,75886,*,0.065756317,ALPL,chr1-21585102-21585411,2.526417018,0.00576163
chr1,21509372,21775701,266330,*,0.079371479,ALPL,chr1-21775567-21775835,1.962537459,0.024849972
chr1,21509372,21856108,346737,*,0.051377529,ALPL,chr1-21855951-21856265,1.686124715,0.04588589
chr1,21509372,21882940,373569,*,0.06483065,ALPL,chr1-21882679-21883200,3.010725413,0.001303122
chr1,21509372,21911473,402102,*,0.074811924,ALPL,chr1-21911314-21911632,3.710647842,0.000103365
chr1,21509372,21913944,404573,*,0.084325486,ALPL,chr1-21913840-21914048,2.967608208,0.001500633
chr1,21509372,21966545,457174,*,0.054360016,ALPL,chr1-21966354-21966736,2.083785672,0.018589834
chr1,21546254,21669363,123110,*,0.087825829,RAP1GAP,chr1-21546162-21546345,2.632894274,0.004233035
chr1,21565068,21669363,104296,*,0.077623722,RAP1GAP,chr1-21564626-21565509,3.092170515,0.000993493
chr1,21565068,21937297,372230,*,0.124275754,HSPG2,chr1-21564626-21565509,4.661906866,1.57E-06
chr1,21665808,21669363,3556,*,0.063983876,RAP1GAP,chr1-21665613-21666003,2.789709451,0.002637768
chr1,21669363,21673460,4098,*,0.051788818,RAP1GAP,chr1-21673157-21673763,1.77620237,0.037849784
chr1,21669363,21706549,37187,*,0.079627093,RAP1GAP,chr1-21706257-21706841,2.878842719,0.001995687
chr1,21669363,21838500,169138,*,0.075405599,RAP1GAP,chr1-21838359-21838641,4.347983602,6.87E-06
chr1,21669363,21911473,242111,*,0.105231269,RAP1GAP,chr1-21911314-21911632,4.974817311,3.27E-07
chr1,21669363,21931518,262156,*,0.106707541,RAP1GAP,chr1-21931250-21931786,5.55087398,1.42E-08
chr1,21669363,21956937,287575,*,0.051969106,RAP1GAP,chr1-21956721-21957152,2.45896531,0.006966904
chr1,21669363,21958452,289090,*,0.057755669,RAP1GAP,chr1-21958231-21958672,1.981480794,0.023768691
chr1,21669363,21992056,322694,*,0.087812854,RAP1GAP,chr1-21991993-21992118,2.885590119,0.001953403
chr1,21669363,22048612,379250,*,0.067514138,RAP1GAP,chr1-22048226-22048998,2.248179923,0.01228236
chr1,21669363,22135257,465895,*,0.055297454,RAP1GAP,chr1-22135189-22135325,2.647291323,0.004056971
chr1,21824686,21937297,112612,*,0.054681923,HSPG2,chr1-21824561-21824811,1.790793604,0.036663211
chr1,21911473,21937297,25825,*,0.187152296,HSPG2,chr1-21911314-21911632,7.574841157,1.80E-14
chr1,21931518,21937297,5780,*,0.052269131,HSPG2,chr1-21931250-21931786,2.082479589,0.018649343
chr1,21932302,21937297,4996,*,0.154202534,HSPG2,chr1-21932199-21932404,5.621971452,9.44E-09
chr1,21937297,21956937,19641,*,0.105014987,HSPG2,chr1-21956721-21957152,3.479704812,0.000250983
chr1,21937297,22005519,68223,*,0.051760319,HSPG2,chr1-22005111-22005927,1.823131966,0.034141703
chr1,21937297,22048612,111316,*,0.091468798,HSPG2,chr1-22048226-22048998,3.16167335,0.000784327
chr1,21937297,22054622,117326,*,0.088595793,HSPG2,chr1-22054551-22054692,2.581222846,0.00492255
chr1,21937297,22164361,227065,*,0.067593918,HSPG2,chr1-22164297-22164425,2.233493482,0.01275821
chr1,22143969,22164361,20393,*,0.072112129,WNT4,chr1-22164297-22164425,3.121359416,0.000900091
chr1,22143969,22218865,74897,*,0.110538956,WNT4,chr1-22218726-22219004,5.590969043,1.13E-08
chr1,22143969,22272541,128573,*,0.117984506,WNT4,chr1-22272417-22272665,6.926304346,2.16E-12
chr1,22143969,22541384,397416,*,0.063378753,WNT4,chr1-22541292-22541476,2.814042956,0.002446135
chr1,22143969,22554135,410167,*,0.059236493,WNT4,chr1-22553877-22554392,2.705758377,0.003407431
chr1,22636506,22636536,31,*,0.076373503,C1QA,chr1-22636018-22637053,3.291272224,0.000498677
chr1,22636506,22828212,191707,*,-0.062346079,C1QA,chr1-22828105-22828319,-2.587680811,0.004831224
chr1,22636506,22979950,343445,*,-0.05370495,C1QA,chr1-22979757-22980142,-1.89495697,0.029049051
chr1,22636506,23100324,463819,*,-0.064108264,C1QA,chr1-23099904-23100743,-1.969530646,0.024446093
chr1,22636536,22643630,7095,*,0.06341138,C1QC,chr1-22636018-22637053,3.248128327,0.000580834
chr1,22643630,22643635,6,*,0.060854505,C1QC,chr1-22642907-22644363,3.113975063,0.000922925
chr1,23344233,23344336,104,*,0.059844947,HNRNPR,chr1-23343332-23345133,3.114694094,0.000920679
chr1,23344233,23531220,186988,*,0.091151396,E2F2,chr1-23343332-23345133,3.142917817,0.000836364
chr1,23344336,23531302,186967,*,0.055724156,HNRNPR,chr1-23530849-23531754,2.707225051,0.003392412
chr1,23368859,23531220,162362,*,0.050949731,E2F2,chr1-23367701-23370016,1.649255564,0.049547644
chr1,23400956,23581495,180540,*,0.054678084,MDS2,chr1-23400839-23401073,3.532662319,0.000205699
chr1,23484183,23691779,207597,*,0.06687934,RPL11,chr1-23483320-23485045,2.683789339,0.003639648
chr1,23484568,23490241,5674,*,0.06269822,ASAP3,chr1-23490033-23490449,4.841883752,6.43E-07
chr1,23521761,23531220,9460,*,0.061123307,E2F2,chr1-23521704-23521818,3.305433152,0.000474149
chr1,23531220,23531302,83,*,0.086783083,E2F2,chr1-23530849-23531754,3.302066979,0.000479876
chr1,23531220,23539935,8716,*,0.064443507,E2F2,chr1-23539598-23540272,3.106032188,0.00094808
chr1,23531220,23562404,31185,*,0.088170565,E2F2,chr1-23562151-23562657,4.839554455,6.51E-07
chr1,23531220,23791383,260164,*,0.067471345,E2F2,chr1-23790791-23791975,1.977220651,0.024008347
chr1,23531220,23800420,269201,*,0.073221565,E2F2,chr1-23799513-23801327,2.408469174,0.00800979
chr1,23531220,23838479,307260,*,0.052352346,E2F2,chr1-23838104-23838853,2.180393837,0.01461414
chr1,23531220,23865779,334560,*,0.053827824,E2F2,chr1-23865636-23865922,3.213824308,0.000654899
chr1,23531220,23959537,428318,*,0.061427427,E2F2,chr1-23958412-23960661,2.934719553,0.001669246
chr1,23531220,23980307,449088,*,0.090596978,E2F2,chr1-23979525-23981089,3.446842748,0.000283589
chr1,23531302,23980927,449626,*,0.062798859,SRSF10,chr1-23530849-23531754,2.306419598,0.010543599
chr1,23539935,23980927,440993,*,0.052010033,SRSF10,chr1-23539598-23540272,2.600431467,0.004655331
chr1,23559794,23562404,2611,*,0.131653223,ID3,chr1-23562151-23562657,9.083401179,5.26E-20
chr1,23559794,23581447,21654,*,0.052753396,ID3,chr1-23581327-23581566,4.544801536,2.75E-06
chr1,23578511,23581495,2985,*,0.053627384,MDS2,chr1-23578344-23578677,4.02687051,2.83E-05
chr1,23581495,23651460,69966,*,0.145419654,MDS2,chr1-23651295-23651624,8.227232013,9.58E-17
chr1,23585770,23868294,282525,*,-0.094613617,FUCA1,chr1-23585466-23586073,-2.22352471,0.01309022
chr1,23590590,23868294,277705,*,-0.064969375,FUCA1,chr1-23590499-23590681,-1.876789967,0.030273443
chr1,23591816,23868294,276479,*,-0.056850151,FUCA1,chr1-23591711-23591921,-2.02980125,0.021188373
chr1,23691779,23691989,211,*,0.063813822,RPL11,chr1-23691260-23692717,3.433226464,0.000298222
chr1,23691779,23951689,259911,*,-0.057331927,RPL11,chr1-23951496-23951881,-3.355883498,0.000395559
chr1,23691779,24046309,354531,*,-0.064512744,RPL11,chr1-24046001-24046617,-3.332854169,0.0004298
chr1,23732524,23868294,135771,*,-0.072443885,FUCA1,chr1-23732354-23732693,-1.973879726,0.02419771
chr1,23778392,23980927,202536,*,0.054170917,SRSF10,chr1-23777783-23779000,2.266424942,0.011712689
chr1,23800420,23980927,180508,*,0.058909603,SRSF10,chr1-23799513-23801327,2.323192908,0.010084396
chr1,23810022,23980927,170906,*,0.055318854,SRSF10,chr1-23809627-23810417,2.992074155,0.001385445
chr1,23843417,23868294,24878,*,0.123132691,FUCA1,chr1-23842929-23843905,5.081876631,1.87E-07
chr1,23845337,24187959,342623,*,0.148989957,IFNLR1,chr1-23845265-23845408,3.5815998,0.000170748
chr1,23856757,23868294,11538,*,0.059237691,FUCA1,chr1-23856307-23857207,3.110323175,0.000934414
chr1,23857997,23868294,10298,*,0.054246773,FUCA1,chr1-23857895-23858098,3.948475078,3.93E-05
chr1,23858878,23868294,9417,*,0.064105727,FUCA1,chr1-23858809-23858946,4.269354737,9.80E-06
chr1,23868294,23951689,83396,*,-0.136410189,FUCA1,chr1-23951496-23951881,-3.735554559,9.37E-05
chr1,23868294,23959537,91244,*,-0.094203214,FUCA1,chr1-23958412-23960661,-1.949020564,0.025646485
chr1,23868294,24019043,150750,*,-0.103099056,FUCA1,chr1-24018877-24019209,-3.553705979,0.000189922
chr1,23868294,24022928,154635,*,-0.065376763,FUCA1,chr1-24022870-24022986,-3.359007141,0.000391115
chr1,23868294,24046309,178016,*,-0.135229141,FUCA1,chr1-24046001-24046617,-3.785724958,7.66E-05
chr1,23868294,24047292,178999,*,-0.050085079,FUCA1,chr1-24047201-24047382,-1.671297023,0.047331512
chr1,23868294,24126364,258071,*,-0.11629446,FUCA1,chr1-24125524-24127203,-3.033641555,0.001208107
chr1,23868294,24187308,319015,*,-0.066880246,FUCA1,chr1-24187162-24187453,-1.68159209,0.046323983
chr1,23868294,24190161,321868,*,-0.135565859,FUCA1,chr1-24189656-24190666,-3.29908292,0.000485006
chr1,23868294,24192215,323922,*,-0.111953502,FUCA1,chr1-24192008-24192421,-3.348678988,0.000405989
chr1,23868294,24193242,324949,*,-0.061703441,FUCA1,chr1-24193173-24193310,-1.740408059,0.040893696
chr1,23951689,24187959,236271,*,0.121605127,IFNLR1,chr1-23951496-23951881,2.900377024,0.00186357
chr1,23959537,23980927,21391,*,0.0678194,SRSF10,chr1-23958412-23960661,3.434774011,0.000296524
chr1,23980307,23980927,621,*,0.069248305,SRSF10,chr1-23979525-23981089,3.084318706,0.001020095
chr1,23989300,24187959,198660,*,0.121718072,IFNLR1,chr1-23989113-23989487,2.489320067,0.006399384
chr1,24019043,24187959,168917,*,0.21919585,IFNLR1,chr1-24018877-24019209,5.734851095,4.88E-09
chr1,24028260,24187959,159700,*,0.077673702,IFNLR1,chr1-24027990-24028529,1.886027349,0.029645635
chr1,24028260,24416934,388675,*,0.051725567,STPG1,chr1-24027990-24028529,4.132739259,1.79E-05
chr1,24046309,24187959,141651,*,0.186217349,IFNLR1,chr1-24046001-24046617,3.533783327,0.000204828
chr1,24136386,24187959,51574,*,0.12898567,IFNLR1,chr1-24136307-24136464,3.23013811,0.000618652
chr1,24187308,24187959,652,*,0.072873121,IFNLR1,chr1-24187162-24187453,2.077307353,0.0188866
chr1,24187959,24190161,2203,*,0.111045775,IFNLR1,chr1-24189656-24190666,2.745339317,0.003022418
chr1,24187959,24192215,4257,*,0.139466042,IFNLR1,chr1-24192008-24192421,3.30692016,0.000471639
chr1,24187959,24352239,164281,*,0.121416249,IFNLR1,chr1-24352030-24352447,2.955395764,0.001561341
chr1,24187959,24454719,266761,*,0.076941144,IFNLR1,chr1-24454299-24455139,1.687465816,0.045756909
chr1,24187959,24541335,353377,*,0.086467027,IFNLR1,chr1-24541041-24541628,1.775661266,0.037894383
chr1,24187959,24568202,380244,*,0.089332661,IFNLR1,chr1-24567873-24568530,2.120029693,0.017001771
chr1,24415794,24872487,456694,*,0.054784577,NIPAL3,chr1-24871849-24873124,3.621989188,0.000146173
chr1,24416934,24584301,167368,*,0.058085896,STPG1,chr1-24583996-24584605,3.858699178,5.70E-05
chr1,24502351,24568202,65852,*,0.051935583,RCAN3,chr1-24567873-24568530,3.560949753,0.000184758
chr1,24694220,24745357,51138,*,0.070033033,CLIC4,chr1-24693786-24694653,3.502649748,0.000230327
chr1,24709098,24745357,36260,*,0.055879271,CLIC4,chr1-24708800-24709396,2.365242589,0.009009132
chr1,24745357,24745542,186,*,0.07089586,CLIC4,chr1-24744722-24746362,3.207932177,0.000668465
chr1,24745357,24770296,24940,*,0.068838705,CLIC4,chr1-24769890-24770701,3.529478534,0.00020819
chr1,24745357,24848985,103629,*,0.050188675,CLIC4,chr1-24847819-24850150,2.484874221,0.006479861
chr1,24745357,25113229,367873,*,0.0561746,CLIC4,chr1-25113117-25113340,2.963193642,0.001522325
chr1,24965121,24991564,26444,*,0.064627278,RUNX3,chr1-24990845-24992282,5.212854265,9.30E-08
chr1,25118726,25543580,424855,*,0.065873221,LDLRAP1,chr1-25118472-25118980,3.344506601,0.000412145
chr1,25123730,25430192,306463,*,0.058814409,RHCE,chr1-25123655-25123804,5.279957754,6.46E-08
chr1,25237457,25543580,306124,*,0.081549983,LDLRAP1,chr1-25237362-25237551,4.083562782,2.22E-05
chr1,25369768,25543580,173813,*,0.079016225,LDLRAP1,chr1-25369299-25370237,4.258000102,1.03E-05
chr1,25430821,25906991,476171,*,0.074503343,STMN1,chr1-25429891-25431750,1.680427076,0.046437126
chr1,25537228,25543580,6353,*,0.072814628,LDLRAP1,chr1-25536965-25537491,4.784484582,8.57E-07
chr1,25543580,25585052,41473,*,0.071336117,LDLRAP1,chr1-25584844-25585259,3.610306078,0.000152918
chr1,25543580,25844859,301280,*,0.05613618,LDLRAP1,chr1-25844568-25845149,2.90677996,0.00182585
chr1,25543580,25929200,385621,*,0.052841064,LDLRAP1,chr1-25929123-25929276,2.08060009,0.018735263
chr1,25543580,25992259,448680,*,0.053939166,LDLRAP1,chr1-25991992-25992525,2.32585262,0.010013207
chr1,25543580,26035871,492292,*,0.058011997,LDLRAP1,chr1-26035018-26036724,2.983475989,0.001424972
chr1,25617039,25906991,289953,*,0.082851055,STMN1,chr1-25616011-25618067,2.372201005,0.008841234
chr1,25619232,25859458,240227,*,0.050688401,AUNIP,chr1-25619178-25619285,2.75627433,0.002923197
chr1,25755002,26177403,422402,*,0.066430459,CNKSR1,chr1-25754642-25755362,3.704529518,0.000105892
chr1,25765525,26177403,411879,*,0.055455529,CNKSR1,chr1-25765299-25765751,3.519401087,0.000216261
chr1,25775120,25906991,131872,*,0.055596048,STMN1,chr1-25774997-25775243,3.452127415,0.000278093
chr1,25820319,26279176,458858,*,0.05714846,SH3BGRL3,chr1-25819151-25821487,2.589082134,0.004811607
chr1,25859458,25886409,26952,*,0.051027309,AUNIP,chr1-25886282-25886536,3.619038492,0.00014785
chr1,25859458,25923046,63589,*,0.0510554,AUNIP,chr1-25922479-25923613,3.100634961,0.000965531
chr1,25859458,25933855,74398,*,0.058221929,AUNIP,chr1-25933623-25934087,4.301527896,8.48E-06
chr1,25859530,25906991,47462,*,0.064986346,STMN1,chr1-25858662-25860397,2.099952742,0.017866499
chr1,25859530,26279176,419647,*,0.050316063,SH3BGRL3,chr1-25858662-25860397,2.445873362,0.007225087
chr1,25871253,25871601,349,*,0.056531219,PAQR7,chr1-25871447-25871755,4.213180243,1.26E-05
chr1,25906034,25906991,958,*,0.193868977,STMN1,chr1-25905043-25907025,5.696188598,6.13E-09
chr1,25906034,26234153,328120,*,0.10526931,CEP85,chr1-25905043-25907025,5.304079493,5.66E-08
chr1,25906991,26126749,219759,*,0.088626499,STMN1,chr1-26126415-26127082,4.324512273,7.64E-06
chr1,25906991,26201251,294261,*,0.057495059,STMN1,chr1-26200960-26201542,2.766052936,0.002836966
chr1,25906991,26234445,327455,*,0.072857424,STMN1,chr1-26233589-26235301,2.185054196,0.014442437
chr1,25906991,26306495,399505,*,0.067558608,STMN1,chr1-26305701-26307289,2.427765963,0.007596072
chr1,25971606,26279176,307571,*,0.056378556,SH3BGRL3,chr1-25971037-25972175,2.488917838,0.006406629
chr1,25990047,26317957,327911,*,0.073450366,CD52,chr1-25989942-25990151,2.577341315,0.004978179
chr1,26015623,26317957,302335,*,0.081864096,CD52,chr1-26015248-26015998,2.198877207,0.013943327
chr1,26126749,26472450,345702,*,0.076018353,HMGN2,chr1-26126415-26127082,3.95768438,3.78E-05
chr1,26152854,26317957,165104,*,0.084691348,CD52,chr1-26152615-26153093,2.142133277,0.016091379
chr1,26154291,26317957,163667,*,0.090637478,CD52,chr1-26154114-26154468,2.14205055,0.016094707
chr1,26177403,26298402,121000,*,0.051470203,CNKSR1,chr1-26298261-26298543,4.432596228,4.66E-06
chr1,26234153,26306495,72343,*,0.060844269,CEP85,chr1-26305701-26307289,3.160384325,0.000787806
chr1,26234153,26620864,386712,*,0.060731213,CEP85,chr1-26619813-26621914,2.70404847,0.003425015
chr1,26234153,26695977,461825,*,0.052790531,CEP85,chr1-26695352-26696601,2.636843382,0.004184073
chr1,26234445,26472450,238006,*,0.081001542,HMGN2,chr1-26233589-26235301,2.552115835,0.005353546
chr1,26276186,26529761,253576,*,0.050326712,RPS6KA1,chr1-26275628-26276744,2.09835269,0.017937001
chr1,26279176,26385900,106725,*,0.053777427,SH3BGRL3,chr1-26385485-26386314,2.063832458,0.019516802
chr1,26279176,26744358,465183,*,0.060985069,SH3BGRL3,chr1-26743600-26745116,2.867258049,0.002070226
chr1,26284977,26317957,32981,*,0.0625543,CD52,chr1-26284623-26285330,1.971902341,0.024310378
chr1,26284977,26529761,244785,*,0.051282511,RPS6KA1,chr1-26284623-26285330,2.58663201,0.004845952
chr1,26289902,26317957,28056,*,0.172337709,CD52,chr1-26288649-26291154,5.606863499,1.03E-08
chr1,26289902,26529761,239860,*,0.103625899,RPS6KA1,chr1-26288649-26291154,5.231480349,8.41E-08
chr1,26306495,26472450,165956,*,0.072159318,HMGN2,chr1-26305701-26307289,2.283992088,0.011185998
chr1,26306495,26529761,223267,*,0.054071875,RPS6KA1,chr1-26305701-26307289,2.864191335,0.002090377
chr1,26317957,26318846,890,*,0.066080747,CD52,chr1-26318717-26318975,2.394429848,0.008323114
chr1,26317957,26372708,54752,*,0.081609069,CD52,chr1-26372521-26372894,1.878546031,0.030153253
chr1,26317957,26378463,60507,*,0.087402914,CD52,chr1-26378114-26378812,2.492251714,0.006346802
chr1,26317957,26403779,85823,*,0.099493512,CD52,chr1-26403670-26403888,2.28163397,0.01125548
chr1,26317957,26554317,236361,*,0.17895804,CD52,chr1-26553919-26554714,4.88374537,5.20E-07
chr1,26317957,26555823,237867,*,0.143631635,CD52,chr1-26555652-26555993,4.834804003,6.66E-07
chr1,26317957,26556342,238386,*,0.110184628,CD52,chr1-26556197-26556487,2.670767851,0.003783898
chr1,26317957,26581207,263251,*,0.197512221,CD52,chr1-26580853-26581560,6.177543202,3.26E-10
chr1,26317957,26583848,265892,*,0.078540881,CD52,chr1-26583764-26583931,1.923237792,0.027225097
chr1,26317957,26607778,289822,*,0.067251526,CD52,chr1-26607728-26607828,2.429183896,0.007566427
chr1,26317957,26672877,354921,*,0.116989714,CD52,chr1-26672771-26672982,2.767613042,0.002823423
chr1,26317957,26771855,453899,*,0.11156349,CD52,chr1-26771412-26772297,2.741289414,0.003059929
chr1,26317957,26791354,473398,*,0.078101142,CD52,chr1-26791275-26791432,2.518812504,0.005887567
chr1,26318363,26582658,264296,*,0.054491973,UBXN11,chr1-26582046-26583270,3.227204477,0.00062503
chr1,26331788,26529761,197974,*,0.050886846,RPS6KA1,chr1-26331678-26331898,2.138719301,0.016229204
chr1,26403779,26529761,125983,*,0.051203936,RPS6KA1,chr1-26403670-26403888,2.214274517,0.01340495
chr1,26472367,26472450,84,*,0.107295415,HMGN2,chr1-26471384-26473350,2.74950399,0.002984277
chr1,26472450,26500905,28456,*,0.075928812,HMGN2,chr1-26500070-26501740,1.835684726,0.033202149
chr1,26472450,26542389,69940,*,0.081749971,HMGN2,chr1-26541488-26543289,2.188062845,0.014332512
chr1,26472450,26546080,73631,*,0.074081963,HMGN2,chr1-26545580-26546580,1.900721155,0.028669273
chr1,26472450,26620864,148415,*,0.09443974,HMGN2,chr1-26619813-26621914,2.932870572,0.001679219
chr1,26472450,26692844,220395,*,0.072868664,HMGN2,chr1-26692241-26693446,2.211735666,0.013492467
chr1,26472450,26695977,223528,*,0.089132021,HMGN2,chr1-26695352-26696601,2.756290586,0.002923052
chr1,26472450,26744358,271909,*,0.072247457,HMGN2,chr1-26743600-26745116,3.290825695,0.000499469
chr1,26472450,26786510,314061,*,0.051156608,HMGN2,chr1-26785902-26787118,1.903062147,0.028516218
chr1,26472450,26865090,392641,*,0.120363209,HMGN2,chr1-26864198-26865981,3.335854643,0.000425188
chr1,26472450,26921790,449341,*,0.08461559,HMGN2,chr1-26921127-26922452,2.334234375,0.009791726
chr1,26529761,26554317,24557,*,0.106805354,RPS6KA1,chr1-26553919-26554714,4.888711322,5.07E-07
chr1,26529761,26555823,26063,*,0.059272775,RPS6KA1,chr1-26555652-26555993,3.12019902,0.000903644
chr1,26529761,26556342,26582,*,0.06636042,RPS6KA1,chr1-26556197-26556487,3.649548036,0.000131351
chr1,26529761,26581207,51447,*,0.076712908,RPS6KA1,chr1-26580853-26581560,3.710943393,0.000103244
chr1,26529761,26584303,54543,*,0.051516344,RPS6KA1,chr1-26584189-26584417,2.230971285,0.012841516
chr1,26529761,26672877,143117,*,0.056484173,RPS6KA1,chr1-26672771-26672982,2.3247901,0.010041593
chr1,26529761,26771855,242095,*,0.063253334,RPS6KA1,chr1-26771412-26772297,2.411243974,0.007949105
chr1,26960108,27392644,432537,*,0.05545153,GPR3,chr1-26959635-26960581,2.390708175,0.008407956
chr1,26973707,27166981,193275,*,0.05046117,SLC9A1,chr1-26973329-26974085,3.023763522,0.001248257
chr1,26989518,26993707,4190,*,0.058820512,TRNP1,chr1-26989440-26989596,4.782433576,8.66E-07
chr1,27105568,27166981,61414,*,0.052283566,SLC9A1,chr1-27105403-27105732,3.484479922,0.000246547
chr1,27296939,27366892,69954,*,0.057921664,MAP3K6,chr1-27296783-27297095,4.552117433,2.66E-06
chr1,27300463,27672218,371756,*,0.076271491,IFI6,chr1-27299675-27301250,3.147614686,0.000823043
chr1,27307350,27392644,85295,*,0.050855694,GPR3,chr1-27307186-27307513,2.946664039,0.00160611
chr1,27341783,27635277,293495,*,0.057324537,FGR,chr1-27341445-27342121,1.754504439,0.039672055
chr1,27342020,27444132,102113,*,0.082828197,SYTL1,chr1-27444018-27444245,3.768302344,8.22E-05
chr1,27342020,27488893,146874,*,0.085044669,SYTL1,chr1-27488507-27489278,4.278493918,9.41E-06
chr1,27342020,27556302,214283,*,0.056786234,SYTL1,chr1-27556238-27556365,2.829348703,0.002332142
