TableS2 marker genes of macrophage subpopulations identified by single-cell multi-omics,,,,,,,
gene,cluster,pct.1,pct.2,avg_log2FC,p_val,p_val_adj,
NIBAN2,PCSK6-hi MΦ,0.578,0.468,0.200009169,6.38E-17,2.34E-12,
ABI1,PCSK6-hi MΦ,0.936,0.906,0.240983176,6.48E-17,2.37E-12,
PDE8A,PCSK6-hi MΦ,0.836,0.718,0.255286072,6.59E-17,2.41E-12,
ADIRF,PCSK6-hi MΦ,0.244,0.145,0.116901072,7.39E-17,2.70E-12,
EEF2K,PCSK6-hi MΦ,0.748,0.627,0.214779466,8.84E-17,3.24E-12,
PLIN2,PCSK6-hi MΦ,0.689,0.54,0.314882721,9.64E-17,3.53E-12,
LITAF,PCSK6-hi MΦ,0.736,0.641,0.277710405,1.19E-16,4.37E-12,
TRPV4,PCSK6-hi MΦ,0.472,0.343,0.249637216,1.30E-16,4.75E-12,
DLGAP4,PCSK6-hi MΦ,0.445,0.311,0.207094697,1.31E-16,4.81E-12,
DOP1B,PCSK6-hi MΦ,0.804,0.716,0.280940303,1.62E-16,5.92E-12,
C1orf54,PCSK6-hi MΦ,0.596,0.518,0.191128642,1.67E-16,6.11E-12,
NAA25,PCSK6-hi MΦ,0.657,0.547,0.240642071,1.79E-16,6.57E-12,
PIK3R5,PCSK6-hi MΦ,0.981,0.958,0.195864011,1.96E-16,7.18E-12,
NDST1,PCSK6-hi MΦ,0.457,0.321,0.191022476,2.40E-16,8.77E-12,
CD9,PCSK6-hi MΦ,0.697,0.657,0.233445285,2.85E-16,1.04E-11,
GPR137B,PCSK6-hi MΦ,0.826,0.748,0.255888642,3.47E-16,1.27E-11,
METRNL,PCSK6-hi MΦ,0.402,0.328,0.108739206,4.05E-16,1.48E-11,
PALM2-AKAP2,PCSK6-hi MΦ,0.339,0.226,0.321961703,4.07E-16,1.49E-11,
STAB1,PCSK6-hi MΦ,0.981,0.943,0.102064296,4.64E-16,1.70E-11,
MAN1A1,PCSK6-hi MΦ,0.768,0.649,0.251188124,5.62E-16,2.06E-11,
PALLD,PCSK6-hi MΦ,0.191,0.109,0.401679688,6.61E-16,2.42E-11,
SLC41A2,PCSK6-hi MΦ,0.636,0.498,0.267688943,6.80E-16,2.49E-11,
CBLB,PCSK6-hi MΦ,0.928,0.898,0.389934911,6.84E-16,2.50E-11,
TFPI,PCSK6-hi MΦ,0.467,0.325,0.259521171,7.45E-16,2.73E-11,
WDR11,PCSK6-hi MΦ,0.919,0.897,0.271301211,7.61E-16,2.78E-11,
ABLIM3,PCSK6-hi MΦ,0.527,0.379,0.220790815,8.31E-16,3.04E-11,
ST5,PCSK6-hi MΦ,0.257,0.145,0.187942598,8.32E-16,3.04E-11,
FHOD1,PCSK6-hi MΦ,0.357,0.227,0.134373385,1.62E-15,5.91E-11,
HS2ST1,PCSK6-hi MΦ,0.857,0.792,0.338490636,1.66E-15,6.09E-11,
ME1,PCSK6-hi MΦ,0.977,0.961,0.214418171,1.85E-15,6.79E-11,
STAT6,PCSK6-hi MΦ,0.691,0.579,0.204866755,2.46E-15,9.02E-11,
DHRSX,PCSK6-hi MΦ,0.875,0.821,0.297877937,2.47E-15,9.04E-11,
MRTFA,PCSK6-hi MΦ,0.871,0.805,0.252917303,2.72E-15,9.95E-11,
GYPC,PCSK6-hi MΦ,0.699,0.603,0.186328037,2.86E-15,1.05E-10,
ZC3H12D,PCSK6-hi MΦ,0.437,0.302,0.188311307,3.69E-15,1.35E-10,
HM13,PCSK6-hi MΦ,0.889,0.872,0.193286326,3.77E-15,1.38E-10,
AC025580.2,PCSK6-hi MΦ,0.232,0.136,0.308968624,3.94E-15,1.44E-10,
MYO1D,PCSK6-hi MΦ,0.339,0.244,0.377798925,4.32E-15,1.58E-10,
RPS6KL1,PCSK6-hi MΦ,0.148,0.059,0.091116234,5.64E-15,2.07E-10,
PRKCH,PCSK6-hi MΦ,0.546,0.401,0.247240419,5.77E-15,2.11E-10,
HAVCR2,PCSK6-hi MΦ,0.783,0.701,0.221889992,6.30E-15,2.31E-10,
ACTR3,PCSK6-hi MΦ,0.953,0.941,0.220583654,6.49E-15,2.38E-10,
CMIP,PCSK6-hi MΦ,0.915,0.874,0.256754615,8.30E-15,3.04E-10,
LAMB2,PCSK6-hi MΦ,0.305,0.197,0.128915183,8.61E-15,3.15E-10,
FMNL3,PCSK6-hi MΦ,0.56,0.43,0.202970891,8.62E-15,3.16E-10,
TRIM24,PCSK6-hi MΦ,0.746,0.652,0.263635532,9.53E-15,3.49E-10,
AC016152.1,PCSK6-hi MΦ,0.4,0.287,0.215539089,9.71E-15,3.55E-10,
AC092756.1,PCSK6-hi MΦ,0.135,0.054,0.089711762,1.10E-14,4.03E-10,
AGAP1,PCSK6-hi MΦ,0.258,0.149,0.190751851,1.32E-14,4.84E-10,
MAGI2,PCSK6-hi MΦ,0.152,0.071,0.324652911,1.34E-14,4.92E-10,
LINC02345,PCSK6-hi MΦ,0.181,0.097,0.147194265,1.36E-14,4.97E-10,
ASIC1,PCSK6-hi MΦ,0.153,0.068,0.091237401,1.40E-14,5.12E-10,
MSN,PCSK6-hi MΦ,0.832,0.807,0.189635211,1.58E-14,5.77E-10,
LONRF3,PCSK6-hi MΦ,0.464,0.328,0.241657938,1.84E-14,6.74E-10,
PARP12,PCSK6-hi MΦ,0.614,0.477,0.204268704,2.22E-14,8.14E-10,
XIAP,PCSK6-hi MΦ,0.651,0.528,0.21249851,2.78E-14,1.02E-09,
LPAR5,PCSK6-hi MΦ,0.198,0.102,0.093951772,2.83E-14,1.04E-09,
AC023282.1,PCSK6-hi MΦ,0.517,0.407,0.301777798,3.55E-14,1.30E-09,
HGSNAT,PCSK6-hi MΦ,0.792,0.717,0.222430933,3.58E-14,1.31E-09,
MERTK,PCSK6-hi MΦ,0.937,0.911,0.243057601,3.71E-14,1.36E-09,
KLC1,PCSK6-hi MΦ,0.843,0.775,0.212252809,4.07E-14,1.49E-09,
DCBLD1,PCSK6-hi MΦ,0.613,0.496,0.211149623,4.13E-14,1.51E-09,
CAMK1D,PCSK6-hi MΦ,0.932,0.884,0.233145442,4.38E-14,1.60E-09,
RAPGEF1,PCSK6-hi MΦ,0.984,0.974,0.216597038,4.46E-14,1.63E-09,
SERPINE1,PCSK6-hi MΦ,0.14,0.061,0.089469144,4.82E-14,1.76E-09,
PGPEP1,PCSK6-hi MΦ,0.479,0.351,0.155386408,4.91E-14,1.80E-09,
MGST3,PCSK6-hi MΦ,0.785,0.72,0.200713201,5.19E-14,1.90E-09,
PILRA,PCSK6-hi MΦ,0.818,0.758,0.180645522,5.70E-14,2.08E-09,
TCF7L2,PCSK6-hi MΦ,0.623,0.499,0.252960519,6.30E-14,2.31E-09,
SIPA1L3,PCSK6-hi MΦ,0.74,0.636,0.254171534,7.40E-14,2.71E-09,
BANP,PCSK6-hi MΦ,0.586,0.459,0.231214302,8.74E-14,3.20E-09,
TRIO,PCSK6-hi MΦ,0.982,0.985,0.253621643,9.75E-14,3.57E-09,
PC,PCSK6-hi MΦ,0.369,0.249,0.179239196,1.00E-13,3.66E-09,
ZBTB7A,PCSK6-hi MΦ,0.642,0.541,0.194941608,1.01E-13,3.71E-09,
ADAP2,PCSK6-hi MΦ,0.963,0.938,0.184355504,1.11E-13,4.05E-09,
COMT,PCSK6-hi MΦ,0.616,0.545,0.153366647,1.38E-13,5.06E-09,
ACSL1,PCSK6-hi MΦ,0.865,0.804,0.280664166,1.53E-13,5.59E-09,
RPL37A,PCSK6-hi MΦ,0.7,0.727,0.185387153,1.58E-13,5.79E-09,
PTK2B,PCSK6-hi MΦ,0.797,0.705,0.234227237,1.66E-13,6.09E-09,
SLC39A13,PCSK6-hi MΦ,0.286,0.178,0.097463973,1.68E-13,6.14E-09,
MYH9,PCSK6-hi MΦ,0.836,0.793,0.16742666,2.00E-13,7.31E-09,
SOGA1,PCSK6-hi MΦ,0.638,0.542,0.231871035,2.03E-13,7.42E-09,
CTNNA1,PCSK6-hi MΦ,0.833,0.776,0.209827781,2.49E-13,9.10E-09,
ADAM10,PCSK6-hi MΦ,0.953,0.94,0.217947592,2.71E-13,9.90E-09,
MAP4K3-DT,PCSK6-hi MΦ,0.516,0.383,0.229160201,2.74E-13,1.00E-08,
CAMK2D,PCSK6-hi MΦ,0.765,0.666,0.267417261,3.22E-13,1.18E-08,
FARP1,PCSK6-hi MΦ,0.545,0.463,0.39905346,3.78E-13,1.38E-08,
ANKRD11,PCSK6-hi MΦ,0.92,0.87,0.216443881,4.00E-13,1.47E-08,
ASAP2,PCSK6-hi MΦ,0.12,0.057,0.133214891,4.23E-13,1.55E-08,
RPL3,PCSK6-hi MΦ,0.553,0.546,0.133520217,4.30E-13,1.57E-08,
RUSC2,PCSK6-hi MΦ,0.589,0.462,0.211317776,4.76E-13,1.74E-08,
LUCAT1,PCSK6-hi MΦ,0.857,0.758,0.178591704,4.78E-13,1.75E-08,
LYN,PCSK6-hi MΦ,0.969,0.966,0.222306807,5.54E-13,2.03E-08,
TIMP2,PCSK6-hi MΦ,0.87,0.859,0.143642367,5.78E-13,2.12E-08,
SH3PXD2B,PCSK6-hi MΦ,0.334,0.216,0.17859726,6.09E-13,2.23E-08,
MIR34AHG,PCSK6-hi MΦ,0.804,0.712,0.250680134,6.57E-13,2.41E-08,
TMEM51,PCSK6-hi MΦ,0.774,0.699,0.214594753,7.28E-13,2.66E-08,
FN1,PCSK6-hi MΦ,0.221,0.139,0.323761553,7.93E-13,2.90E-08,
FAM20C,PCSK6-hi MΦ,0.457,0.363,0.219193112,8.71E-13,3.19E-08,
CPEB3,PCSK6-hi MΦ,0.809,0.744,0.24645488,9.36E-13,3.42E-08,
WNT2B,PCSK6-hi MΦ,0.572,0.45,0.231061203,9.78E-13,3.58E-08,
SLC43A3,PCSK6-hi MΦ,0.62,0.552,0.144771139,1.03E-12,3.76E-08,
EIF4E,PCSK6-hi MΦ,0.676,0.595,0.229251494,1.04E-12,3.80E-08,
ATP10D,PCSK6-hi MΦ,0.77,0.708,0.243833984,1.12E-12,4.09E-08,
RABAC1,PCSK6-hi MΦ,0.341,0.26,0.077888873,1.14E-12,4.16E-08,
CSGALNACT2,PCSK6-hi MΦ,0.929,0.902,0.214894698,1.65E-12,6.05E-08,
MICALL1,PCSK6-hi MΦ,0.255,0.161,0.125440328,1.67E-12,6.13E-08,
MYADM,PCSK6-hi MΦ,0.196,0.114,0.084317444,1.98E-12,7.24E-08,
AC087857.1,PCSK6-hi MΦ,0.265,0.165,0.257167737,2.23E-12,8.15E-08,
SH3PXD2A,PCSK6-hi MΦ,0.872,0.82,0.205334551,2.29E-12,8.38E-08,
APBA1,PCSK6-hi MΦ,0.722,0.628,0.250503869,2.31E-12,8.44E-08,
LMNA,PCSK6-hi MΦ,0.695,0.632,0.13122888,2.62E-12,9.60E-08,
LTBP2,PCSK6-hi MΦ,0.164,0.086,0.090936831,2.72E-12,9.97E-08,
GAS2L3,PCSK6-hi MΦ,0.817,0.754,0.247502385,2.98E-12,1.09E-07,
SEMA3C,PCSK6-hi MΦ,0.442,0.323,0.395133007,2.99E-12,1.09E-07,
GIT2,PCSK6-hi MΦ,0.901,0.86,0.176695403,3.05E-12,1.12E-07,
TNS3,PCSK6-hi MΦ,0.983,0.978,0.206152847,3.09E-12,1.13E-07,
MYO15B,PCSK6-hi MΦ,0.532,0.413,0.177758698,3.39E-12,1.24E-07,
LCP2,PCSK6-hi MΦ,0.908,0.871,0.198856675,3.68E-12,1.35E-07,
VOPP1,PCSK6-hi MΦ,0.775,0.691,0.216435728,3.74E-12,1.37E-07,
PRR5L,PCSK6-hi MΦ,0.45,0.327,0.178643061,3.85E-12,1.41E-07,
LRRC6,PCSK6-hi MΦ,0.29,0.175,0.156840633,3.95E-12,1.45E-07,
AC067852.3,PCSK6-hi MΦ,0.221,0.126,0.113409108,4.03E-12,1.48E-07,
WDR1,PCSK6-hi MΦ,0.497,0.396,0.13943008,4.32E-12,1.58E-07,
DUSP16,PCSK6-hi MΦ,0.409,0.298,0.212196654,4.42E-12,1.62E-07,
AL157392.2,PCSK6-hi MΦ,0.328,0.208,0.137629014,4.51E-12,1.65E-07,
PSEN2,PCSK6-hi MΦ,0.225,0.125,0.092015771,4.51E-12,1.65E-07,
HNRNPLL,PCSK6-hi MΦ,0.76,0.674,0.209844338,4.81E-12,1.76E-07,
SPRED1,PCSK6-hi MΦ,0.957,0.945,0.225849728,4.83E-12,1.77E-07,
DCAF6,PCSK6-hi MΦ,0.85,0.784,0.211258319,4.97E-12,1.82E-07,
EYA2,PCSK6-hi MΦ,0.434,0.313,0.217574445,5.51E-12,2.01E-07,
PRR5,PCSK6-hi MΦ,0.457,0.355,0.191208444,5.60E-12,2.05E-07,
CDCP1,PCSK6-hi MΦ,0.717,0.577,0.256862166,6.19E-12,2.26E-07,
IFITM10,PCSK6-hi MΦ,0.296,0.189,0.183504198,6.40E-12,2.34E-07,
MAP7,PCSK6-hi MΦ,0.516,0.401,0.231937617,7.03E-12,2.57E-07,
PITPNA,PCSK6-hi MΦ,0.682,0.581,0.197442136,7.31E-12,2.67E-07,
PLEK2,PCSK6-hi MΦ,0.172,0.089,0.07531664,7.79E-12,2.85E-07,
MMP14,PCSK6-hi MΦ,0.55,0.493,0.111082566,8.13E-12,2.97E-07,
NBL1,PCSK6-hi MΦ,0.286,0.2,0.086569708,8.24E-12,3.01E-07,
PGM2L1,PCSK6-hi MΦ,0.513,0.385,0.227064254,8.45E-12,3.09E-07,
TYW1B,PCSK6-hi MΦ,0.628,0.54,0.269881466,8.81E-12,3.22E-07,
PLXNA3,PCSK6-hi MΦ,0.251,0.149,0.126851872,9.18E-12,3.36E-07,
CHSY3,PCSK6-hi MΦ,0.429,0.304,0.186021146,9.22E-12,3.38E-07,
ADGRE2,PCSK6-hi MΦ,0.573,0.461,0.195194225,9.48E-12,3.47E-07,
RILPL1,PCSK6-hi MΦ,0.525,0.375,0.191512002,1.05E-11,3.85E-07,
GNG12,PCSK6-hi MΦ,0.24,0.148,0.130925062,1.07E-11,3.93E-07,
STX4,PCSK6-hi MΦ,0.468,0.354,0.215299503,1.10E-11,4.02E-07,
ADCY6,PCSK6-hi MΦ,0.117,0.052,0.070448535,1.17E-11,4.30E-07,
MYO1F,PCSK6-hi MΦ,0.938,0.914,0.218444716,1.19E-11,4.37E-07,
POU2F2,PCSK6-hi MΦ,0.452,0.356,0.193457215,1.25E-11,4.58E-07,
MINDY1,PCSK6-hi MΦ,0.217,0.122,0.104900429,1.33E-11,4.88E-07,
ST6GAL1,PCSK6-hi MΦ,0.58,0.512,0.244604254,1.40E-11,5.11E-07,
CDK18,PCSK6-hi MΦ,0.263,0.154,0.14081465,1.45E-11,5.29E-07,
PID1,PCSK6-hi MΦ,0.867,0.846,0.318362885,1.49E-11,5.45E-07,
PCAT1,PCSK6-hi MΦ,0.103,0.047,0.126330803,1.51E-11,5.52E-07,
LINC01191,PCSK6-hi MΦ,0.334,0.209,0.146819872,1.56E-11,5.70E-07,
AC016821.1,PCSK6-hi MΦ,0.328,0.216,0.140791147,1.73E-11,6.34E-07,
C3AR1,PCSK6-hi MΦ,0.618,0.576,0.131388007,1.77E-11,6.48E-07,
C1orf21,PCSK6-hi MΦ,0.572,0.466,0.262995032,1.82E-11,6.65E-07,
ACADVL,PCSK6-hi MΦ,0.474,0.364,0.137576002,1.93E-11,7.08E-07,
NCS1,PCSK6-hi MΦ,0.25,0.138,0.117904046,2.22E-11,8.11E-07,
KDM4B,PCSK6-hi MΦ,0.518,0.403,0.18620453,2.83E-11,1.04E-06,
ADAM12,PCSK6-hi MΦ,0.102,0.046,0.086127568,3.02E-11,1.11E-06,
BMPR2,PCSK6-hi MΦ,0.803,0.736,0.217131799,3.15E-11,1.15E-06,
EMILIN2,PCSK6-hi MΦ,0.907,0.894,0.17386215,3.28E-11,1.20E-06,
CD83,PCSK6-hi MΦ,0.688,0.55,0.172368671,3.30E-11,1.21E-06,
PPIB,PCSK6-hi MΦ,0.555,0.555,0.131211668,3.32E-11,1.22E-06,
STEAP3,PCSK6-hi MΦ,0.281,0.186,0.092797118,3.37E-11,1.23E-06,
BTBD9,PCSK6-hi MΦ,0.802,0.715,0.217842671,3.39E-11,1.24E-06,
GABBR1,PCSK6-hi MΦ,0.229,0.144,0.126311584,3.53E-11,1.29E-06,
ST18,PCSK6-hi MΦ,0.775,0.694,0.295439741,3.57E-11,1.31E-06,
NECTIN4,PCSK6-hi MΦ,0.209,0.128,0.101352497,3.57E-11,1.31E-06,
PHACTR2,PCSK6-hi MΦ,0.879,0.835,0.212726421,3.58E-11,1.31E-06,
CYTH3,PCSK6-hi MΦ,0.428,0.316,0.18105337,3.62E-11,1.33E-06,
SH3TC1,PCSK6-hi MΦ,0.621,0.521,0.135278142,3.98E-11,1.46E-06,
MRO,PCSK6-hi MΦ,0.306,0.19,0.134156955,4.34E-11,1.59E-06,
PEA15,PCSK6-hi MΦ,0.428,0.372,0.091982218,4.48E-11,1.64E-06,
CCL3,PCSK6-hi MΦ,0.665,0.533,0.120788798,4.61E-11,1.69E-06,
CTTNBP2NL,PCSK6-hi MΦ,0.74,0.65,0.183213121,4.87E-11,1.78E-06,
PLEKHO2,PCSK6-hi MΦ,0.529,0.436,0.140443048,5.05E-11,1.85E-06,
MFSD1,PCSK6-hi MΦ,0.939,0.933,0.142902509,5.37E-11,1.97E-06,
OAF,PCSK6-hi MΦ,0.361,0.268,0.145800359,5.43E-11,1.99E-06,
CDYL2,PCSK6-hi MΦ,0.49,0.367,0.178368728,5.55E-11,2.03E-06,
AFF3,PCSK6-hi MΦ,0.201,0.125,0.217228867,5.68E-11,2.08E-06,
PLA2G4C,PCSK6-hi MΦ,0.541,0.439,0.261129533,5.89E-11,2.15E-06,
GCNT1,PCSK6-hi MΦ,0.747,0.65,0.186285094,6.01E-11,2.20E-06,
ETS1,PCSK6-hi MΦ,0.179,0.108,0.097574979,6.44E-11,2.36E-06,
NRIP3,PCSK6-hi MΦ,0.241,0.151,0.151323273,7.11E-11,2.60E-06,
PLAU,PCSK6-hi MΦ,0.672,0.608,0.20937664,7.37E-11,2.70E-06,
ABR,PCSK6-hi MΦ,0.902,0.861,0.296426781,7.45E-11,2.73E-06,
FAM107B,PCSK6-hi MΦ,0.643,0.552,0.305938984,7.99E-11,2.93E-06,
LGALS3BP,PCSK6-hi MΦ,0.198,0.141,0.0718507,9.04E-11,3.31E-06,
CIITA,PCSK6-hi MΦ,0.412,0.31,0.17661455,9.11E-11,3.33E-06,
TREM1,PCSK6-hi MΦ,0.186,0.11,0.068264945,9.29E-11,3.40E-06,
MMP19,PCSK6-hi MΦ,0.412,0.297,0.224610457,1.03E-10,3.77E-06,
IQGAP1,PCSK6-hi MΦ,0.976,0.968,0.136881564,1.08E-10,3.96E-06,
AP000462.1,PCSK6-hi MΦ,0.175,0.094,0.124122687,1.10E-10,4.03E-06,
NEAT1,PCSK6-hi MΦ,0.996,0.998,0.18681118,1.21E-10,4.44E-06,
AC008105.3,PCSK6-hi MΦ,0.563,0.447,0.181233295,1.23E-10,4.49E-06,
ARHGAP30,PCSK6-hi MΦ,0.663,0.582,0.156432585,1.25E-10,4.59E-06,
SCFD1,PCSK6-hi MΦ,0.917,0.883,0.190149248,1.27E-10,4.63E-06,
RPL18A,PCSK6-hi MΦ,0.487,0.466,0.094052538,1.38E-10,5.07E-06,
EPHB2,PCSK6-hi MΦ,0.644,0.551,0.173700102,1.44E-10,5.27E-06,
NLRP1,PCSK6-hi MΦ,0.363,0.27,0.175602517,1.52E-10,5.56E-06,
AL512603.2,PCSK6-hi MΦ,0.189,0.108,0.131915869,1.59E-10,5.80E-06,
ZBTB7C,PCSK6-hi MΦ,0.153,0.083,0.214431858,1.60E-10,5.84E-06,
UBE2H,PCSK6-hi MΦ,0.801,0.703,0.173820403,1.79E-10,6.56E-06,
LINC00884,PCSK6-hi MΦ,0.195,0.106,0.137265593,1.83E-10,6.69E-06,
NPAS3,PCSK6-hi MΦ,0.167,0.085,0.161379837,1.87E-10,6.84E-06,
PACSIN2,PCSK6-hi MΦ,0.86,0.809,0.243657508,1.93E-10,7.07E-06,
ROR1,PCSK6-hi MΦ,0.11,0.059,0.211743657,2.02E-10,7.38E-06,
DENND4C,PCSK6-hi MΦ,0.938,0.918,0.222305071,2.14E-10,7.84E-06,
CCDC130,PCSK6-hi MΦ,0.478,0.37,0.158040073,2.20E-10,8.04E-06,
ITPRIPL2,PCSK6-hi MΦ,0.466,0.362,0.121247326,2.45E-10,8.95E-06,
TMOD2,PCSK6-hi MΦ,0.248,0.158,0.119748157,2.45E-10,8.98E-06,
ADD1,PCSK6-hi MΦ,0.744,0.664,0.186448342,2.51E-10,9.17E-06,
ARNTL,PCSK6-hi MΦ,0.443,0.33,0.162314214,2.52E-10,9.24E-06,
CAPN2,PCSK6-hi MΦ,0.517,0.408,0.165669094,2.86E-10,1.05E-05,
FBXO38,PCSK6-hi MΦ,0.714,0.629,0.185801668,2.95E-10,1.08E-05,
TMEM44,PCSK6-hi MΦ,0.109,0.046,0.072943507,3.04E-10,1.11E-05,
ANKRD10,PCSK6-hi MΦ,0.856,0.817,0.197968336,3.11E-10,1.14E-05,
B3GNT5,PCSK6-hi MΦ,0.341,0.237,0.148720586,3.30E-10,1.21E-05,
SPTAN1,PCSK6-hi MΦ,0.558,0.452,0.172658134,3.34E-10,1.22E-05,
KIAA0319,PCSK6-hi MΦ,0.196,0.109,0.16093591,3.79E-10,1.39E-05,
UNC13D,PCSK6-hi MΦ,0.42,0.309,0.128442671,4.28E-10,1.57E-05,
ELL2,PCSK6-hi MΦ,0.921,0.89,0.24645302,4.29E-10,1.57E-05,
RPS21,PCSK6-hi MΦ,0.535,0.563,0.118187878,4.42E-10,1.62E-05,
S100A10,PCSK6-hi MΦ,0.648,0.621,0.113526184,4.60E-10,1.68E-05,
OLFML2B,PCSK6-hi MΦ,0.519,0.421,0.157054706,4.68E-10,1.71E-05,
SCIN,PCSK6-hi MΦ,0.115,0.055,0.0896558,4.88E-10,1.79E-05,
HMOX1,PCSK6-hi MΦ,0.627,0.539,0.191177007,5.04E-10,1.85E-05,
RCN3,PCSK6-hi MΦ,0.419,0.31,0.162829089,5.08E-10,1.86E-05,
SH3GLB1,PCSK6-hi MΦ,0.727,0.674,0.199540166,5.37E-10,1.97E-05,
ASAP1,PCSK6-hi MΦ,0.994,0.996,0.194248927,5.38E-10,1.97E-05,
GCLC,PCSK6-hi MΦ,0.827,0.778,0.362962414,5.58E-10,2.04E-05,
CEP170,PCSK6-hi MΦ,0.958,0.964,0.197043152,6.36E-10,2.33E-05,
FNBP1,PCSK6-hi MΦ,0.972,0.953,0.157952004,6.43E-10,2.35E-05,
STIMATE,PCSK6-hi MΦ,0.366,0.263,0.13027417,7.04E-10,2.58E-05,
ANKH,PCSK6-hi MΦ,0.918,0.893,0.253803028,8.46E-10,3.10E-05,
CACNA2D4,PCSK6-hi MΦ,0.362,0.248,0.102222214,8.94E-10,3.27E-05,
SHTN1,PCSK6-hi MΦ,0.902,0.872,0.179446834,9.16E-10,3.35E-05,
RAB6A,PCSK6-hi MΦ,0.814,0.748,0.169221214,9.24E-10,3.38E-05,
CLIC1,PCSK6-hi MΦ,0.561,0.573,0.101285402,1.03E-09,3.78E-05,
TLR2,PCSK6-hi MΦ,0.896,0.858,0.162901999,1.06E-09,3.89E-05,
CD99,PCSK6-hi MΦ,0.79,0.792,0.1188278,1.15E-09,4.21E-05,
DCLK2,PCSK6-hi MΦ,0.123,0.056,0.104266122,1.15E-09,4.21E-05,
ARMH3,PCSK6-hi MΦ,0.874,0.833,0.222807375,1.23E-09,4.50E-05,
LIMK1,PCSK6-hi MΦ,0.517,0.397,0.156878685,1.30E-09,4.76E-05,
MB21D2,PCSK6-hi MΦ,0.652,0.545,0.200863552,1.32E-09,4.82E-05,
MINK1,PCSK6-hi MΦ,0.359,0.261,0.159041491,1.34E-09,4.89E-05,
IRAK1,PCSK6-hi MΦ,0.55,0.445,0.142333478,1.52E-09,5.56E-05,
CCND1,PCSK6-hi MΦ,0.404,0.329,0.117569561,1.53E-09,5.60E-05,
MALAT1,PCSK6-hi MΦ,1,1,0.184634565,1.68E-09,6.17E-05,
FERMT3,PCSK6-hi MΦ,0.747,0.706,0.140619482,1.69E-09,6.19E-05,
ERGIC1,PCSK6-hi MΦ,0.47,0.347,0.158149385,1.81E-09,6.63E-05,
KAT6B,PCSK6-hi MΦ,0.675,0.588,0.211081207,1.97E-09,7.20E-05,
PHLDB1,PCSK6-hi MΦ,0.16,0.091,0.077062031,2.29E-09,8.37E-05,
TWSG1,PCSK6-hi MΦ,0.441,0.338,0.141627543,2.54E-09,9.30E-05,
COL23A1,PCSK6-hi MΦ,0.89,0.835,0.300377639,3.28E-09,0.0001202,
ANGEL1,PCSK6-hi MΦ,0.364,0.245,0.141971011,3.33E-09,0.000121833,
ARID5B,PCSK6-hi MΦ,0.767,0.688,0.254571591,3.35E-09,0.000122609,
LINC02185,PCSK6-hi MΦ,0.125,0.055,0.07915332,3.49E-09,0.000127645,
PLCB1,PCSK6-hi MΦ,0.368,0.272,0.315477527,3.62E-09,0.000132597,
KCTD7,PCSK6-hi MΦ,0.824,0.752,0.179827766,3.69E-09,0.000135073,
ST14,PCSK6-hi MΦ,0.293,0.2,0.110154973,3.73E-09,0.000136461,
ITSN1,PCSK6-hi MΦ,0.97,0.954,0.143505486,3.81E-09,0.000139494,
NOXA1,PCSK6-hi MΦ,0.329,0.218,0.122097675,3.96E-09,0.000144823,
DIAPH2,PCSK6-hi MΦ,0.963,0.959,0.203486962,3.98E-09,0.000145821,
ITGA5,PCSK6-hi MΦ,0.461,0.352,0.115252985,4.01E-09,0.000146636,
PAPSS2,PCSK6-hi MΦ,0.613,0.516,0.196376304,4.25E-09,0.000155719,
ARPC2,PCSK6-hi MΦ,0.906,0.886,0.116024422,4.77E-09,0.000174516,
PLBD2,PCSK6-hi MΦ,0.661,0.584,0.130341709,5.06E-09,0.000185027,
TRAK1,PCSK6-hi MΦ,0.934,0.904,0.186010969,5.10E-09,0.000186793,
SLC43A2,PCSK6-hi MΦ,0.559,0.488,0.147165856,5.72E-09,0.000209227,
FNBP1L,PCSK6-hi MΦ,0.15,0.082,0.106255282,5.76E-09,0.000210734,
AATK,PCSK6-hi MΦ,0.487,0.391,0.17860665,5.76E-09,0.000210769,
RTN1,PCSK6-hi MΦ,0.679,0.601,0.184671808,6.04E-09,0.00022119,
AL365295.1,PCSK6-hi MΦ,0.455,0.38,0.310577462,6.08E-09,0.000222426,
SEPTIN9,PCSK6-hi MΦ,0.898,0.86,0.2340252,6.32E-09,0.000231246,
FCGR1A,PCSK6-hi MΦ,0.53,0.508,0.086247126,6.71E-09,0.000245594,
DNMT3A,PCSK6-hi MΦ,0.655,0.552,0.167416209,6.95E-09,0.000254405,
IPCEF1,PCSK6-hi MΦ,0.581,0.508,0.238509085,7.01E-09,0.000256597,
SLC3A2,PCSK6-hi MΦ,0.6,0.56,0.107924989,7.25E-09,0.000265362,
RPL13,PCSK6-hi MΦ,0.62,0.651,0.085100563,7.39E-09,0.00027036,
ATXN1,PCSK6-hi MΦ,0.982,0.981,0.197904494,7.56E-09,0.000276723,
PIK3AP1,PCSK6-hi MΦ,0.946,0.924,0.163759262,7.81E-09,0.000285689,
MSC-AS1,PCSK6-hi MΦ,0.708,0.57,0.18139058,7.82E-09,0.000286378,
DAD1,PCSK6-hi MΦ,0.523,0.478,0.080018562,8.16E-09,0.000298731,
TTC7B,PCSK6-hi MΦ,0.655,0.549,0.188635835,8.47E-09,0.00031011,
ACSF2,PCSK6-hi MΦ,0.314,0.228,0.138955451,9.05E-09,0.000331343,
